	14598.PCGA.1140.BE.03	14598.PCGA.1102.BE.03	14598.PCGA.1139.BE.04	14598.PCGA.1066.BE.02	14598.PCGA.1089.BE.01	14598.PCGA.1109.BE.03	14598.PCGA.1074.BE.04	14598.PCGA.1136.BE.03	14598.PCGA.1125.BE.03	14598.PCGA.1091.BE.01	14598.PCGA.1084.BE.01	14598.PCGA.1115.BE.04	14598.PCGA.1097.BE.03	14598.PCGA.1065.BE.01	14598.PCGA.1082.BE.03	14598.PCGA.1081.BE.02	14598.PCGA.1094.BE.02	14598.PCGA.1090.BE.03	14598.PCGA.1122.BE.03	14598.PCGA.1126.BE.04	14598.PCGA.1079.BE.02	14598.PCGA.1075.BE.04	14598.PCGA.1121.BE.02	14598.PCGA.1116.BE.03	14598.PCGA.1118.BE.02	14598.PCGA.1114.BE.04	14598.PCGA.1101.BE.04	14598.PCGA.1141.BE.01	14598.PCGA.1073.BE.04	14598.PCGA.1120.BE.04	14598.PCGA.1066.BE.04	14598.PCGA.1135.BE.04	14598.PCGA.1088.BE.03	14598.PCGA.1129.BE.01	14598.PCGA.1099.BE.04	14598.PCGA.1116.BE.01	14598.PCGA.1092.BE.04	14598.PCGA.1108.BE.01	14598.PCGA.1080.BE.01	14598.PCGA.1125.BE.04	14598.PCGA.1108.BE.02	14598.PCGA.1079.BE.03	14598.PCGA.1082.BE.04	14598.PCGA.1097.BE.04	14598.PCGA.1118.BE.01	14598.PCGA.1089.BE.04	14598.PCGA.1141.BE.02	14598.PCGA.1115.BE.01	14598.PCGA.1084.BE.04	14598.PCGA.1080.BE.03	14598.PCGA.1121.BE.01	14598.PCGA.1124.BE.02	14598.PCGA.1139.BE.03	14598.PCGA.1102.BE.04	14598.PCGA.1117.BE.04	14598.PCGA.1136.BE.04	14598.PCGA.1069.BE.02	14598.PCGA.1074.BE.03	14598.PCGA.1069.BE.04	14598.PCGA.1065.BE.02	14598.PCGA.1101.BE.03	14598.PCGA.1109.BE.02	14598.PCGA.1114.BE.03	14598.PCGA.1135.BE.03	14598.PCGA.1081.BE.01	14598.PCGA.1124.BE.04	14598.PCGA.1120.BE.03	14598.PCGA.1073.BE.03	14598.PCGA.1140.BE.02	14598.PCGA.1091.BE.02	14598.PCGA.1088.BE.04	14598.PCGA.1126.BE.01	14598.PCGA.1094.BE.03	14598.PCGA.1090.BE.04	14598.PCGA.1075.BE.03	14598.PCGA.1092.BE.01	14598.PCGA.1122.BE.04	14598.PCGA.1129.BE.04	14598.PCGA.1099.BE.01
G000014925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000015265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0
G000015505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
G000015725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000015885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	4.0	0	0	0
G000016565	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	3.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
G000016765	0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	3.0	0	0	0	0	0	0	0	22.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0
G000016825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
G000017005	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	36.0	0	0	0	0	5.0	0	1.0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	1.0	20.0	1.0	0	0	0	2.0	0	0	2.0	6.0	0	0	5.0	0	0	7.0	3.0	0	0	0	0	0	0	0	0	11.0	0	31.0	14.0	0	0	0	2.0
G000017245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000017265	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
G000017405	0	0	6.0	0	0	0	0	0	0	0	5.0	0	2.0	0	0	0	0	0	0	5.0	0	0	0	0	6.0	0	3.0	2.0	0	0	2.0	0	2.0	2.0	0	2.0	0	0	0	0	0	0	2.0	0	2.0	0	0	4.0	4.0	0	0	7.0	2.0	0	10.0	2.0	5.0	0	0	0	8.0	2.0	2.0	0	0	2.0	0	0	2.0	0	0	0	0	2.0	0	0	0	0	2.0
G000017465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0
G000017565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
G000017645	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000018665	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	0	0	6.0	0	0	4.0	4.0	2.0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
G000018885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000019365	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000019725	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	4.0	0	0	0	0	0	1.0	0	0	4.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000019945	1.0	2.0	3.0	0	0	6.0	0	0	1.0	0	4.0	21.0	1.0	4.0	0	0	2.0	2.0	0	12.0	0	1.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	7.0	0	2.0	12.0	2.0	1.0	2.0	0	0	0	0	0	10.0	0	0	0	2.0	2.0	6.0	1.0	13.0	0	0	2.0	0	0	4.0	0	0	0	0	0	1.0	0	5.0	5.0	0	0	6.0	0	0	0	6.0
G000020045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020205	0	0	0	1.0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0
G000020225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000020605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021045	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000021885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000022305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	28.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	8.0	0	0	0	0	35.0
G000022905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
G000022965	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	142.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023145	2.0	0	0	3.0	0	2.0	0	2.0	0	0	3.0	7.0	1.0	4.0	0	0	0	0	0	2.0	1.0	0	0	0	0	4.0	5.0	4.0	0	2.0	2.0	2.0	0	2.0	0	0	2.0	0	0	3.0	0	2.0	4.0	0	1.0	1.0	0	0	0	2.0	0	2.0	0	0	1.0	1.0	1.0	0	0	8.0	4.0	1.0	0	1.0	13.0	1.0	0	0	1.0	0	0	4.0	1.0	0	0	0	0	0	0
G000023205	0	0	0	0	0	0	0	0	0	0	2.0	10.0	0	6.0	0	2.0	0	0	2.0	12.0	0	0	0	2.0	2.0	0	0	2.0	0	0	0	0	2.0	0	3.0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	6.0	0	0	0	0	0	4.0	0	0	0	0	2.0	3.0	0	0	0	0	6.0	0	0	0	1.0	1.0	0	0	0	0	0	0	2.0	0
G000023285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000023605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000023845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	88.0	0	0	0	0	2.0
G000023905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0
G000023925	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000024165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
G000024225	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	42.0	0	0	0	0	0
G000024265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G000024285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000024565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000024785	0	0	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
G000024865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000024945	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	18.0	2.0	0	0	0	7.0	0	2.0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	2.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	2.0	0	4.0	0	0	1.0	0	0	0	0	0	0	6.0	0	164.0	3.0	0	0	0	1.0
G000025205	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
G000025345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000025565	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	27.0
G000025925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0
G000026105	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
G000026125	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026325	5.0	1.0	6.0	5.0	2.0	5.0	2.0	5.0	3.0	0	2.0	6.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	1.0	1.0	5.0	4.0	7.0	5.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	3.0	0	4.0	1.0	4.0	3.0	1.0	3.0	2.0	2.0	2.0	4.0	4.0	3.0	3.0	3.0	7.0	1.0	4.0	5.0	3.0	3.0	4.0	4.0	3.0	1.0	3.0	4.0	4.0	2.0	3.0	7.0	7.0	4.0	2.0	5.0	4.0	1.0	1.0	2.0	1.0	4.0	5.0	6.0	6.0	1.0	2.0
G000026345	6.0	1.0	5.0	5.0	2.0	4.0	2.0	5.0	3.0	0	2.0	6.0	2.0	2.0	4.0	4.0	3.0	4.0	2.0	1.0	1.0	5.0	3.0	7.0	5.0	3.0	3.0	2.0	3.0	1.0	5.0	4.0	3.0	0	2.0	2.0	4.0	2.0	1.0	3.0	3.0	3.0	2.0	3.0	4.0	2.0	3.0	4.0	5.0	1.0	4.0	4.0	2.0	2.0	4.0	3.0	3.0	0	3.0	3.0	3.0	2.0	4.0	6.0	6.0	2.0	2.0	4.0	5.0	1.0	1.0	3.0	1.0	4.0	3.0	5.0	5.0	1.0	1.0
G000026405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000026745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	5.0	4.0	0	0	0	0
G000027305	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	69.0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	8.0	0	0	0	0	0	0	0	0	0	1.0	0	8.0	1.0	2.0	0	0	0
G000056065	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000067165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000067205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	2.0	0	0	0	0	0	0	6.0
G000069025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000069185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
